Id,Label,timeset,username,category,post_activity,fan_count,talking_about_count,users_can_post,link
867828839906589,New York Haunted Hayride,,newyorkhayride,Arts & Entertainment,0,14854,16,yes,https://www.facebook.com/newyorkhayride/
225753630157,Los Angeles Haunted Hayride,,LaHauntedHayride,Arts & Entertainment,0.01,42956,2199,yes,https://www.facebook.com/LaHauntedHayride/
1016320905048997,Con Man,,conmanseries,TV Show,0.01,53484,23,yes,https://www.facebook.com/conmanseries/
8276914582,John Waters,,JohnWatersFanPage,Artist,0,169279,113,yes,https://www.facebook.com/JohnWatersFanPage/
1507125606182980,Dark Isolation,,darkisolation,Movie/Television Studio,0,3077,1,yes,https://www.facebook.com/darkisolation/
111382562236411,Walt Disney Studios,,WaltDisneyStudios,Movie,0.12,35505480,32457,no,https://www.facebook.com/WaltDisneyStudios/
432919326780360,The Art of Olivier Coipel,,TheArtOfOlivierCoipel,Artist,0,20502,33,yes,https://www.facebook.com/TheArtOfOlivierCoipel/
22279807607,Love and Rockets - The Hernandez Brothers,,hernandezbros,Artist,0,12445,11,yes,https://www.facebook.com/hernandezbros/
161986143881195,Dime Bags,,DimeBagsStorage,Clothing Store,0.04,108629,415,yes,https://www.facebook.com/DimeBagsStorage/
440794232689386,Aun-Juli's Whimsy & Watercolors,,aunjuliart,Artist,0,177,0,yes,https://www.facebook.com/aunjuliart/
141667832575093,La Sierra Night Club,,LaSierraNightClub,Dance & Night Club,0.07,24780,1134,yes,https://www.facebook.com/LaSierraNightClub/
47392274582,The Hillywood Show,,TheHillywoodShow,Artist,0.32,228053,15499,yes,https://www.facebook.com/TheHillywoodShow/
253349134732302,Love and Lemons,,lovelemonsfood,Personal Blog,0.08,49849,384,yes,https://www.facebook.com/lovelemonsfood/
113383062038446,Dorkly,,dorkly,Video Game,0.98,1606169,53043,yes,https://www.facebook.com/dorkly/
1541777786044442,Los Angeles Theatre,,TheLosAngelesTheatre,Performance Art Theatre,0,854,0,no,https://www.facebook.com/TheLosAngelesTheatre/
521921534545567,Frost Cosplay,,frostcosplay,Public Figure,0,1956,2,yes,https://www.facebook.com/frostcosplay/
267081993416948,Brave Frontier,,BraveFrontierGlobal,Games/Toys,0.43,1126547,3867,yes,https://www.facebook.com/BraveFrontierGlobal/
112698185418598,Jenny Rae,,LilRaeCakes,Public Figure,0,3580,5,yes,https://www.facebook.com/LilRaeCakes/
408588035872893,Sunpech Photography,,SunpechPhotography,Artist,0,317,0,yes,https://www.facebook.com/SunpechPhotography/
218758174964056,Skybar at Mondrian,,skybarla,Lounge,0.01,16205,199,yes,https://www.facebook.com/skybarla/
215380638665932,Constantine,,Constantine,TV Show,0,2178431,2637,no,https://www.facebook.com/Constantine/
121112121420553,Darby Pop Publishing,,DarbyPopPublishing,Media/News Company,0.05,4217,10,no,https://www.facebook.com/DarbyPopPublishing/
607387266006971,Club Cosplay - The Nerds' Night-Club,,cosplaynightclub,Event,0.01,13319,120,no,https://www.facebook.com/cosplaynightclub/
135157525002,Forneris Farms,,FornerisFarms,Farmers Market,0,2793,5,yes,https://www.facebook.com/FornerisFarms/
57503531788,Strawburry17,,strawburry17,Gaming Video Creator,0.02,131047,145,yes,https://www.facebook.com/strawburry17/
574624805923128,Becket,,iBecket,Author,0.04,107366,631,yes,https://www.facebook.com/iBecket/
39795225543,ComicBook.com,,comicbookdotcom,Media/News Company,3.18,4907457,249627,yes,https://www.facebook.com/comicbookdotcom/
574194555931776,I Love to Geek,,ILoveToGeek,Community,0.02,158600,2535,no,https://www.facebook.com/ILoveToGeek/
121943994494325,Nerds Like Us,,NerdsLikeUs,Event,0.04,25844,686,yes,https://www.facebook.com/NerdsLikeUs/
1494045094169610,Sam Maggs,,SamMaggsSays,Writer,0,2152,31,yes,https://www.facebook.com/SamMaggsSays/
415839008452042,Steamfaerie,,SteamFaerieTV,Artist,0,6686,6,yes,https://www.facebook.com/SteamFaerieTV/
38641212854,Jim Lee,,jimlee.fanpage,Artist,0.06,459271,6283,yes,https://www.facebook.com/jimlee.fanpage/
316489315054055,A Mighty Girl,,amightygirl,Teens & Kids Website,0.19,2495781,153508,yes,https://www.facebook.com/amightygirl/
112232165456079,Lloyd Kaufman,,,Producer,0,9053,0,no,https://www.facebook.com/pages/Lloyd-Kaufman/112232165456079
256456604367656,Equestria Daily,,EquestriaDailyMLP,Entertainment Website,0.11,193692,1095,yes,https://www.facebook.com/EquestriaDailyMLP/
247892522065241,Marvel Universe,,MarvelUniverseMalaysia,Movie/Television Studio,0,89,0,yes,https://www.facebook.com/MarvelUniverseMalaysia/
608544929155933,John Barrowman MBE,,JohnBarrowmanMBE,Public Figure,0.05,1240924,9897,no,https://www.facebook.com/JohnBarrowmanMBE/
160568307398092,Alice in Vapeland,,AliceInVapeland,Product/Service,0.02,15954,22,yes,https://www.facebook.com/AliceInVapeland/
120853864595195,Giada Robin,,GiadaRobin,Public Figure,0.02,1270685,6328,yes,https://www.facebook.com/GiadaRobin/
429578920438552,Miss Wendybird,,hellomisswendybird,Artist,0.01,6882,158,yes,https://www.facebook.com/hellomisswendybird/
118765268208297,Meagan Marie,,MurgBurgler,Public Figure,0,107113,77,yes,https://www.facebook.com/MurgBurgler/
1413382938912638,Amazing Houston Comic Con,,AmazingHoustonComicCon,Community Organization,0,8918,11,no,https://www.facebook.com/AmazingHoustonComicCon/
152452064782617,Power Rangers,,powerrangers,TV Show,0.03,2797389,10527,no,https://www.facebook.com/powerrangers/
373233282741796,Rob Prior,,RobPriorOfficial,Artist,0.01,18505,303,yes,https://www.facebook.com/RobPriorOfficial/
196129893733800,Hey Ocean,,iloveheyocean,Musician/Band,0.01,30717,50,yes,https://www.facebook.com/iloveheyocean/
38490794797,Traci Hines,,TraciHinesMusic,Musician/Band,0.02,182435,907,yes,https://www.facebook.com/TraciHinesMusic/
526441400749996,E-Generation,,egenusa,Wholesale & Supply Store,0.01,1154,0,yes,https://www.facebook.com/egenusa/
66435815451,Anne Rice,,annericefanpage,Public Figure,0.34,1185250,6209,yes,https://www.facebook.com/annericefanpage/
151836294860509,Living Ichigo,,LivingIchigocosplays,Public Figure,0.01,256857,415,yes,https://www.facebook.com/LivingIchigocosplays/
234567313300556,Bronies,,,Community,0.01,3891,4,yes,https://www.facebook.com/Bronies-234567313300556/
182346521881060,SoCal Bronies,,SoCalBronies,Community,0,443,0,yes,https://www.facebook.com/SoCalBronies/
125516354181066,Nei Ruffino,,NeiRuffinoArtist,Artist,0,26765,14,yes,https://www.facebook.com/NeiRuffinoArtist/
68230071420,Schmoes Know,,schmoesknow,News & Media Website,0.01,93864,46,yes,https://www.facebook.com/schmoesknow/
102621521371,Spike and Mike's Festival of Animation,,spikeandmikes,Arts & Entertainment,0,7139,31,yes,https://www.facebook.com/spikeandmikes/
130366111594,salt's cure,,saltscure,American Restaurant,0.01,6123,18,yes,https://www.facebook.com/saltscure/
610778282312811,Ladies Of The Round Table,,TheCatalystCollectiveInc,Nonprofit Organization,0,3409,1,yes,https://www.facebook.com/TheCatalystCollectiveInc/
843028655723522,Stan Lee Fans,,,Author,0.02,612,36,yes,https://www.facebook.com/Stan-Lee-Fans-843028655723522/
128286087182062,CE Photogenetix,,cephotogenetix,Professional Service,0.01,440,0,yes,https://www.facebook.com/cephotogenetix/
567403480014394,RubenVoorhees1,,rubenvoorhees1,Fictional Character,0.01,1625,61,yes,https://www.facebook.com/rubenvoorhees1/
151163061642845,TaySavesTheDay,,TaySavesTheDay,Public Figure,0,4721,0,yes,https://www.facebook.com/TaySavesTheDay/
158352134203230,Super News TV,,supernewstelevision,Entertainment Website,0.96,7605234,492641,yes,https://www.facebook.com/supernewstelevision/
72947896764,Smosh,,smosh,Public Figure,0.31,6968838,190953,no,https://www.facebook.com/smosh/
240775436012880,Shut Up! Cartoons,,ShutUpCartoons,Comedian,0,2705857,3010,no,https://www.facebook.com/ShutUpCartoons/
178887418928124,Gender Biased Reviews,,GenderBiasedReviews,Entertainment Website,0.02,709,12,yes,https://www.facebook.com/GenderBiasedReviews/
296989473712450,Game of Thrones Memes,,GoTMemes,TV Show,0.13,1999374,90701,yes,https://www.facebook.com/GoTMemes/
43225541827,San Francisco Giants,,Giants,Sports Team,0.39,3048736,106737,no,https://www.facebook.com/Giants/
160936384061795,Skeletor is Love,,skeletorislove,Fictional Character,0,270571,307,yes,https://www.facebook.com/skeletorislove/
193637694014149,Tetris,,Tetris,Video Game,0.02,1794114,912,no,https://www.facebook.com/Tetris/
413907158701709,Great Horror Campout,,GreatHorrorCampout,Arts & Entertainment,0,36832,19,yes,https://www.facebook.com/GreatHorrorCampout/
1455469211350784,We The Geeks of East L.A.,,elageeks,Community,0.01,1488,35,yes,https://www.facebook.com/elageeks/
112379758823649,The Warp Zone,,TheWarpZone,Gaming Video Creator,0.08,224317,101234,yes,https://www.facebook.com/TheWarpZone/
187007651324618,World of Wonder Productions,,WorldofWonderProductions,Broadcasting & Media Production Company,0.92,175516,16981,no,https://www.facebook.com/WorldofWonderProductions/
216480351844528,Loki Hates You,,lokiwillalwayshateyou,Public Figure,0.01,25111,17,yes,https://www.facebook.com/lokiwillalwayshateyou/
402606693106201,Missyeru,,MissyeruCosplay,Artist,0,118931,44,yes,https://www.facebook.com/MissyeruCosplay/
138511932830838,VAMPTRESS LeeAnna Vamp,,LeeAnnaVamp,Public Figure,0.03,1057271,921,yes,https://www.facebook.com/LeeAnnaVamp/
386755931337433,Adore Delano,,AdoreDelanoOfficial,Musician/Band,0.03,641846,783,yes,https://www.facebook.com/AdoreDelanoOfficial/
633223770068709,The Art of Rizzo Michelle,,theartofrizzomichelle,Arts & Crafts Store,0.01,318,8,yes,https://www.facebook.com/theartofrizzomichelle/
1376002849350070,Fofo,,fofothedog,Pet,0,338,0,yes,https://www.facebook.com/fofothedog/
352967268138489,Dadpool,,DadpoolCosplay,Artist,0.01,20953,13,yes,https://www.facebook.com/DadpoolCosplay/
121944204602204,My dark side where i feel comfortable,,MyDarkSideWhereIFeelComfortable,Community,0,250236,5378,yes,https://www.facebook.com/MyDarkSideWhereIFeelComfortable/
1403736529897014,Candice Ferguson Art,,artbycandice,Artist,0,19924,15,yes,https://www.facebook.com/artbycandice/
57166529496,The Room,,theroommovie,Movie,0.01,154112,378,yes,https://www.facebook.com/theroommovie/
197728113596471,Glam Runner,,glamrunner,Clothing (Brand),0,34163,6,yes,https://www.facebook.com/glamrunner/
188800427797025,Geek Girls,,geekxgirls,Website,0.79,538904,62648,yes,https://www.facebook.com/geekxgirls/
109607879105448,Lynchland - David Lynch Archivist,,Lynchland,Artist,0.22,94363,3206,yes,https://www.facebook.com/Lynchland/
146547178888307,Firefly is Awesome,,fireflyisawesome,Community,0.04,31251,828,yes,https://www.facebook.com/fireflyisawesome/
802941746401612,Support For Grayson,,SupportForGrayson,Community,0,65585,18,yes,https://www.facebook.com/SupportForGrayson/
164459517561,Airsoft Megastore,,airsoftmegastore,Outdoor Equipment Store,0.06,186519,177,yes,https://www.facebook.com/airsoftmegastore/
128472013912354,Super News Supes,,supernewsnerds,Movie,0.53,5531520,174684,yes,https://www.facebook.com/supernewsnerds/
257294057679264,Sco,,scotriplets,Musician/Band,0.01,12813,9,yes,https://www.facebook.com/scotriplets/
379488482164530,Zombie Train,,zombietrains,Landmark & Historical Place,0,5142,0,yes,https://www.facebook.com/zombietrains/
226468050803970,ExoticLenses - FDA Certified Contact Lenses,,ELenses,Retail Company,0.01,5295,34,yes,https://www.facebook.com/ELenses/
287168011327,Everett Comics,,EverettComics,Comic Bookstore,0.03,1611,38,yes,https://www.facebook.com/EverettComics/
100549066819586,Adam's Comics & Collectibles,,AdamsComicsCollectibles,Comic Bookstore,0,438,1,yes,https://www.facebook.com/AdamsComicsCollectibles/
118081128274294,Intergalactic Geek Alliance,,IntergalacticGeekAlliance,Community,0.12,120514,8772,yes,https://www.facebook.com/IntergalacticGeekAlliance/
159147150956795,SpecTree Shinies,,spectreeshinies,Product/Service,0,160,0,yes,https://www.facebook.com/spectreeshinies/
261096143172,Iguana Comics,,IguanaComics,Comic Bookstore,0.03,2253,139,yes,https://www.facebook.com/IguanaComics/
456910784414482,HUVr Tech,,huvrtech,Computer Company,0,152209,44,yes,https://www.facebook.com/huvrtech/
288191947864618,Kitty Bucholtz Author Page,,kittybucholtzauthor,Author,0,336,0,yes,https://www.facebook.com/kittybucholtzauthor/
236479773144803,Doyle,,OFFICIALDOYLE,Musician/Band,0.06,146905,543,no,https://www.facebook.com/OFFICIALDOYLE/
171020673105269,Sci Fi is Awesome,,scifiisawesome,Community,0.02,18483,127,yes,https://www.facebook.com/scifiisawesome/
143049202378752,Justin Hillgrove's Imps and Monsters,,impsandmonsterspage,Art Gallery,0.01,10725,228,yes,https://www.facebook.com/impsandmonsterspage/
163691139525,Rue Morgue,,ruemorguemagazine,Magazine,0.22,331449,4399,yes,https://www.facebook.com/ruemorguemagazine/
160154960738089,Muddle Designs,,muddledesigns,Shopping & Retail,0,23,0,yes,https://www.facebook.com/muddledesigns/
109560849070024,Abe Vigoda,,,Interest,0,5052,0,no,https://www.facebook.com/pages/Abe-Vigoda/109560849070024
493051840817836,Paul London: Hero of the Prophecy,,HeroOfTheProphecy,TV Show,0,653,0,yes,https://www.facebook.com/HeroOfTheProphecy/
30648837632,GINGER SNAP5,,gingersnap5music,Musician/Band,0.01,4587,10,yes,https://www.facebook.com/gingersnap5music/
187339984135,Devo,,ClubDEVO,Music,0.07,386832,1253,yes,https://www.facebook.com/ClubDEVO/
136460509733500,Alex Pardee Art,,alexpardeeart,Artist,0.16,225564,1503,yes,https://www.facebook.com/alexpardeeart/
494702173881081,Creative Mind Energy,,CreativeMindEnergy,Media/News Company,0,1047,0,yes,https://www.facebook.com/CreativeMindEnergy/
8863608465,Robert Crumb,,CrumbComix,Community,0.01,63061,70,yes,https://www.facebook.com/CrumbComix/
24547752280,MoMA The Museum of Modern Art,,MuseumofModernArt,Nonprofit Organization,0.06,2044276,16832,yes,https://www.facebook.com/MuseumofModernArt/
132326306789256,The National Cartoonists Society,,nationalcartoonists,Nonprofit Organization,0,5997,13,no,https://www.facebook.com/nationalcartoonists/
203864372990346,Shakti Warriors Superheroes,,ShaktiWarriors,Fictional Character,0,131,0,yes,https://www.facebook.com/ShaktiWarriors/
1377064289207636,Chibi T-Shirts,,ChibiShirts,Clothing (Brand),0,884,1,yes,https://www.facebook.com/ChibiShirts/
293785384057880,Trooperbay,,trooperbay,Costume Shop,0.01,4335,184,no,https://www.facebook.com/trooperbay/
156777571030011,Doktor A,,DoktorA.art,Artist,0.01,7093,70,yes,https://www.facebook.com/DoktorA.art/
442630629092186,The Bluebonnets,,TheBluebonnets,Musician/Band,0.01,4029,3,yes,https://www.facebook.com/TheBluebonnets/
156021151008,Dark Goddess Creations,,darkgoddesscreations,Shopping & Retail,0,472,3,yes,https://www.facebook.com/darkgoddesscreations/
325359117511369,Carpinelli Promociones,,CarpinelliTV,Shopping & Retail,0.11,1021,92,yes,https://www.facebook.com/CarpinelliTV/
136392183797,The Paint Factory Orlando,,ThePaintFactoryOrlando,Shopping & Retail,0.01,2527,1,yes,https://www.facebook.com/ThePaintFactoryOrlando/
196357860439165,Pennyworth Books,,pennyworthbooks,Bookstore,0,161,0,yes,https://www.facebook.com/pennyworthbooks/
70797629903,Twin Galaxies,,TwinGalaxies,Gaming Video Creator,0.03,144742,54,yes,https://www.facebook.com/TwinGalaxies/
160328994139467,Geek Haven,,geekhaven1090,Community,0.08,27701,2360,yes,https://www.facebook.com/geekhaven1090/
193742520810138,Hello Deer Clothiers,,,Local Business,0,149,0,yes,https://www.facebook.com/Hello-Deer-Clothiers-193742520810138/
535662296519866,TC Photo,,TCDarklightPhotos,Fictional Character,0,1612,2,yes,https://www.facebook.com/TCDarklightPhotos/
51860737815,Sanrio,,Sanrio,Product/Service,0.03,1057329,4105,yes,https://www.facebook.com/Sanrio/
131894197003019,The Walking Dead from Skybound,,TheOfficialWalkingDead,TV Show,0.06,1295133,4837,yes,https://www.facebook.com/TheOfficialWalkingDead/
349299821869557,Ja'mie: Private School Girl,,jamieschoolgirl,Fictional Character,0,538053,136,yes,https://www.facebook.com/jamieschoolgirl/
106224729408756,Intellivision,,,Local Business,0,2220,0,no,https://www.facebook.com/pages/Intellivision/106224729408756
511169352270156,Lonstermash,,Lonstermash,Public Figure,0.02,31011,100,yes,https://www.facebook.com/Lonstermash/
480043275387121,Vegas PG Cosplay,,VegasPGcosplay,Artist,0,271076,104,yes,https://www.facebook.com/VegasPGcosplay/
263170710497451,Geek Fashion Show,,geekfashionshow,Community,0.04,10081,303,yes,https://www.facebook.com/geekfashionshow/
226415390825785,Loretta Vampz,,thevampzcorpz,Artist,0.01,16772,28,yes,https://www.facebook.com/thevampzcorpz/
109497142428488,Chris Gomez Photography,,chrisgomezphotography,Artist,0,25532,2971,yes,https://www.facebook.com/chrisgomezphotography/
353169071454175,Evil Shatner,,EvilShatner,Public Figure,0.67,120887,113682,yes,https://www.facebook.com/EvilShatner/
574952232532511,The Nerdess,,TheNerdess,Community,0.04,85742,13270,no,https://www.facebook.com/TheNerdess/
50099940783,Jon Schnepp,,,Public Figure,0.02,4458,5,yes,https://www.facebook.com/Jon-Schnepp-50099940783/
253591258001281,ButterWinks,,ButterWinks,Artist,0,15231,8,yes,https://www.facebook.com/ButterWinks/
135027149995221,Riot Daily,,RiotDaily,Society & Culture Website,0,66981,27,yes,https://www.facebook.com/RiotDaily/
286196861493426,Six12 Media,,Six12Media,Photography Videography,0,274,0,yes,https://www.facebook.com/Six12Media/
19545846753,The Art of Tom Hodges,,Hodgesart,Local Business,0.01,6427,12,yes,https://www.facebook.com/Hodgesart/
6082590101,MADSTEEZ,,,Artist,0,6228,23,yes,https://www.facebook.com/MADSTEEZ-6082590101/
48671515539,Beatz Buddiez,,BeatzBuddiez,Company,0,1329,1,yes,https://www.facebook.com/BeatzBuddiez/
193686430643897,Hound Comics,,HoundComics,Bookstore,0,9248,8,yes,https://www.facebook.com/HoundComics/
376956295340,Rob Van Dam,,theRealRVD,Athlete,0.15,1665233,1535,yes,https://www.facebook.com/theRealRVD/
31772462827,RuPaul's Drag Race,,rupaulsdragrace,TV Show,0.06,2145489,10490,yes,https://www.facebook.com/rupaulsdragrace/
218163204867981,RuPaul,,RuPaul,Public Figure,0.2,1235670,4523,yes,https://www.facebook.com/RuPaul/
456838697739067,Angelyne,,officialangelyne,Artist,0.01,5059,13,yes,https://www.facebook.com/officialangelyne/
242356872557519,Paola Alejandra,,pancakepow,Personal Website,0.01,16426,263,yes,https://www.facebook.com/pancakepow/
107678542595542,Joe Jusko,,,Artist,0,1607,0,yes,https://www.facebook.com/pages/Joe-Jusko/107678542595542
154740797898339,Nerd HQ,,thenerdmachine,Entertainment Website,0.01,79326,56,yes,https://www.facebook.com/thenerdmachine/
198227423665755,The Literary Works of MD Marie,,MDMarieStories,Book Series,0,250,0,yes,https://www.facebook.com/MDMarieStories/
12040282146,Street Fighter,,streetfighter,Games/Toys,0.07,2053296,17779,no,https://www.facebook.com/streetfighter/
40444963499,Hello Kitty,,hellokitty,Public Figure,0.02,13260791,29515,yes,https://www.facebook.com/hellokitty/
122726917799559,Alyssa Milano,,AlyssaMilano,Public Figure,0.09,1564979,19639,yes,https://www.facebook.com/AlyssaMilano/
183653988315565,Fantastic Fam,,FantasticFam,Clothing (Brand),0.01,10881,37,yes,https://www.facebook.com/FantasticFam/
456930550993920,Destiny Nickelsen,,DestinyNickelsen,Artist,0.01,648718,1185,no,https://www.facebook.com/DestinyNickelsen/
274347319351497,GoGangnam,,GoGangnam,Clothing (Brand),0,421,0,yes,https://www.facebook.com/GoGangnam/
202231146571139,Nerdgasmic and Dorktastic,,NerdgasmicAndDorktastic,Community,0,43328,98,yes,https://www.facebook.com/NerdgasmicAndDorktastic/
98164920265,ZOMBIE! Real Horror Rock!,,zombieriot,Musician/Band,0.03,211862,2637,yes,https://www.facebook.com/zombieriot/
141640072559590,BeckaDoodles the art of cute,,Beckadoodlestheartofcute,Artist,0.09,3757,346,yes,https://www.facebook.com/Beckadoodlestheartofcute/
515847628445037,HALLOWEEN IS A LIFESTYLE,,HALLOWEENISALIFESTYLE,Fictional Character,0,21990,16,yes,https://www.facebook.com/HALLOWEENISALIFESTYLE/
160678237451381,Dorkgasmic,,Dorktasticdorkgasm,Community,0.01,10547,21,yes,https://www.facebook.com/Dorktasticdorkgasm/
362879190495960,Let's get Nerdy,,talknerdywithme,Community,0,13461,18,yes,https://www.facebook.com/talknerdywithme/
111541054636,Be The Match,,BeTheMatch,Medical & Health,0.05,465438,19854,yes,https://www.facebook.com/BeTheMatch/
296410203779028,Muck,,getthemuckout,Movie,0,19301,150,yes,https://www.facebook.com/getthemuckout/
29890105917,"Marie Porter, Celebration Generation",,CelebrationGeneration,Fashion Designer,0.02,1850,18,yes,https://www.facebook.com/CelebrationGeneration/
133409023355771,Nerd Reactor,,nerdreactor,Media/News Company,0.04,32769,552,yes,https://www.facebook.com/nerdreactor/
513732662029827,Geek Club,,GeekClub.IGA,Community,0.1,179350,20789,yes,https://www.facebook.com/GeekClub.IGA/
176183882565711,Bill and Ted's Excellent Internet Adventure,,BillAndTedsEIA,Community,0,7115,12,yes,https://www.facebook.com/BillAndTedsEIA/
441753049219754,Bacon and Star Wars,,BaconAndStarWars,Community,0.04,75958,2310,yes,https://www.facebook.com/BaconAndStarWars/
115784985174725,Donut Friend,,donutfriend,Donut Shop,0.04,29048,174,no,https://www.facebook.com/donutfriend/
171684439547127,ToyChestnews.com,,toychestnews,Website,0.09,9492,279,yes,https://www.facebook.com/toychestnews/
142349609145394,PREVIEWSworld,,previewsworld,Reference Website,0.38,23834,679,yes,https://www.facebook.com/previewsworld/
174510132605409,The Walking Dead Novels,,fearreads,Book Series,0,1044126,391,yes,https://www.facebook.com/fearreads/
133777986643404,Skybound Entertainment,,SkyboundEntertainment,Media/News Company,0.02,22178,62,yes,https://www.facebook.com/SkyboundEntertainment/
108625969161309,Whilce Portacio,,,Local Business,0,5097,0,no,https://www.facebook.com/pages/Whilce-Portacio/108625969161309
134879809943779,CoDdesigns,,CoDdesigns,Artist,0.03,16468,25,yes,https://www.facebook.com/CoDdesigns/
23781510808,Mile High Comics,,,Collectibles Store,0.03,132713,1378,yes,https://www.facebook.com/Mile-High-Comics-23781510808/
310715902311463,Midtown Comics Downtown,,,Arts & Entertainment,0,6344,23,yes,https://www.facebook.com/Midtown-Comics-Downtown-310715902311463/
248788025134451,Hands Off My Dinosaur,,HandsOffMyDinosaur,Artist,0.02,56716,733,yes,https://www.facebook.com/HandsOffMyDinosaur/
290394074362969,Obvian: Nathan Davis Art & Illustration,,Obvian,Artist,0.01,5337,15,yes,https://www.facebook.com/Obvian/
254442727992147,Outsmart Originals,,OutsmartOriginals,Retail Company,0,1601,0,yes,https://www.facebook.com/OutsmartOriginals/
282875115214463,Space Goat Productions,,gospacegoat,Publisher,0.01,17117,26,no,https://www.facebook.com/gospacegoat/
319846451367567,Punksthetic Art,,Punksthetic,Artist,0.02,3321,17,yes,https://www.facebook.com/Punksthetic/
503560083016329,Ab Ku comics,,AbKuComics,Media/News Company,0,399,0,yes,https://www.facebook.com/AbKuComics/
497307693692963,Nerdlysium,,,Community,0,54,0,yes,https://www.facebook.com/Nerdlysium-497307693692963/
154214151303283,I Am Divine,,DivineMovie,Movie,0,67250,41,yes,https://www.facebook.com/DivineMovie/
495774513766664,Psykotik Art,,PsykotikArt,Artist,0,806,2,yes,https://www.facebook.com/PsykotikArt/
331162326936239,Elfbot,,,Book,0,360,11,yes,https://www.facebook.com/Elfbot-331162326936239/
388587391231571,THRU the Looking GLASS,,vmanthruthelookingglass,Fictional Character,0,3596,4,yes,https://www.facebook.com/vmanthruthelookingglass/
116739698517410,Beautifully Evil,,beautifullyevil1,Community,0.05,219832,475,yes,https://www.facebook.com/beautifullyevil1/
115321781814419,Graphation LLC,,graphation,Region,0,387,0,yes,https://www.facebook.com/graphation/
255978298202472,Tara Strong,,TaraStrongOfficial,Actor,0.05,71537,940,yes,https://www.facebook.com/TaraStrongOfficial/
108359999193016,Tara Strong,,,Artist,0,61848,0,yes,https://www.facebook.com/pages/Tara-Strong/108359999193016
415602148547784,Good Nerd Bad Nerd,,goodnerdbadnerd,Public Figure,0.08,58638,128,yes,https://www.facebook.com/goodnerdbadnerd/
133358033396342,Gifts By Small Fry,,,Entertainment Website,0,102,1,yes,https://www.facebook.com/Gifts-By-Small-Fry-133358033396342/
435566509852005,Nobility,,nobilityseries,Movie,0.01,4134,2,yes,https://www.facebook.com/nobilityseries/
384926661625655,"The art of Andry """"Shango"""" Rajoelina",,AndryShangoRajoelina,Personal Blog,0.01,3331,9,yes,https://www.facebook.com/AndryShangoRajoelina/
257718640925362,Greg Horn Art,,,Artist,0.07,46046,246,yes,https://www.facebook.com/Greg-Horn-Art-257718640925362/
70358446004,"""""Weird Al"""" Yankovic",,weirdal,Musician/Band,0.01,1760698,191628,yes,https://www.facebook.com/weirdal/
53541581995,Terry Border,,TerryBorderArt,Arts & Humanities Website,0.01,23216,108,yes,https://www.facebook.com/TerryBorderArt/
180486618745282,God Hates Geeks,,GodHatesGeeks,Website,0.05,8564,13,no,https://www.facebook.com/GodHatesGeeks/
111273398956998,Seven Deadly Fairies,,7DeadlyFairies,Local Business,0.13,457,146,no,https://www.facebook.com/7DeadlyFairies/
330243473742522,Topps Shop,,ToppsShop,Website,0,82558,35,yes,https://www.facebook.com/ToppsShop/
274996949294540,Topps Star Wars,,OfficialToppsStarWars,Games/Toys,0.01,12513,12,yes,https://www.facebook.com/OfficialToppsStarWars/
287421933145,Ring Pop,,ringpop,Product/Service,0.01,262720,103,yes,https://www.facebook.com/ringpop/
207188922726414,Freaks,,freakssociety,Art,0.13,608483,53403,yes,https://www.facebook.com/freakssociety/
153188731548761,Mandala Fashions,,MandalaFashionsCompany,Clothing (Brand),0,1853,0,yes,https://www.facebook.com/MandalaFashionsCompany/
187956091243274,Garbage Pail Kids,,GarbagePailKids,Interest,0.01,400849,508,yes,https://www.facebook.com/GarbagePailKids/
149547131771182,Mars Attacks,,MarsAttacks,Games/Toys,0,108510,74,yes,https://www.facebook.com/MarsAttacks/
340373399593,Topps,,Topps,Company,0.04,172420,2921,yes,https://www.facebook.com/Topps/
116636481815311,Section 9 Entertainment,,,Company,0,34,0,yes,https://www.facebook.com/Section-9-Entertainment-116636481815311/
153900431409800,Pop-King Inc.,,PopKingInc,Retail Company,0,126,0,yes,https://www.facebook.com/PopKingInc/
263580697080085,SuperFans,,,Movie,0,216,0,yes,https://www.facebook.com/SuperFans-263580697080085/
112251498845939,Artemis: Spaceship Bridge Simulator,,Artemissbs,Games/Toys,0,7734,0,yes,https://www.facebook.com/Artemissbs/
15672033850,Travel Channel,,TravelChannel,TV Network,0.74,4348350,135375,yes,https://www.facebook.com/TravelChannel/
469549456398554,Toy Hunter,,,TV Show,0,10208,0,yes,https://www.facebook.com/pages/Toy-Hunter/469549456398554
175021916715,Choice Art Group,,ChoiceFineArt,Shopping & Retail,0.01,1292,5,yes,https://www.facebook.com/ChoiceFineArt/
148883438517333,Van Eaton Galleries,,vegalleries,Art Gallery,0.02,8204,453,yes,https://www.facebook.com/vegalleries/
127435211056,SYFY,,SYFY,TV Network,0.79,3850094,95550,yes,https://www.facebook.com/SYFY/
89585789925,Pasadena Humane Society & SPCA,,pasadenahumane,Nonprofit Organization,0.13,33360,1175,yes,https://www.facebook.com/pasadenahumane/
486055178079546,Kreepsville 666,,Kreepsville666Brand,Clothing (Brand),0.02,32420,53,yes,https://www.facebook.com/Kreepsville666Brand/
516986565054775,Nerdy Wet Dreams,,Nerdywetdreams,Entertainment Website,0.31,340762,58356,yes,https://www.facebook.com/Nerdywetdreams/
